name 	 ottid 	 sources 	 node_id 	 notes
Grossulariaceae	488526	ncbi:23066,gbif:2403,irmng:113409	ott488526	
Nausithoidae	985079	worms:135231,ncbi:168760,gbif:7003,irmng:109030	ott985079	
Herpetosiphonaceae	1085861	silva:X86447/#5,ncbi:189773,worms:564348,gbif:4699,irmng:112517	ott1085861	
Bythinellidae	6354340	worms:724571,gbif:7649758	ott6354340	
Urticaceae	658494	ncbi:3499,worms:414915,gbif:6639,irmng:114953	ott658494	
Aliciidae	342253	worms:100657,ncbi:163699,gbif:5690,irmng:109119	mrcaott7012ott42913	Maps to same node as: Hormathiidae - Aliciidae
Apterygidae	241839	ncbi:8820,gbif:7258,irmng:105706	ott241839	
Antennariidae	740935	ncbi:241819,worms:125484,gbif:7677,irmng:114140	ott42136	
Amphisphaeriaceae	550724	if:80452,ncbi:54958,worms:100068,gbif:4164,irmng:106592	ott565288	
Hyriidae	262207	worms:816176,ncbi:96925,gbif:6001,irmng:110644	ott262207	
Palauidae	3671210	worms:479215,gbif:6479940,irmng:121732	ott3671210	
Tikizetidae	4701635	gbif:4653052,irmng:115676	ott4701635	
Spiroloculinidae	4807173	worms:465803,gbif:4893597,irmng:102361	ott4807173	
Protohydridae	4712975	worms:22788,ncbi:576768,gbif:9236,irmng:108229	ott4712975	
Paranebaliidae	648342	worms:459287,ncbi:294121,gbif:5400,irmng:106624	ott648342	
Hauerinidae	970609	ncbi:218541,worms:111897,gbif:7885098,irmng:101655	ott970609	
Dolichosauridae	4946041	gbif:3238741,irmng:115601	ott4946041	
Neelidae	53063	ncbi:79709,gbif:3690,irmng:107146	ott53063	
Echiuridae	247683	ncbi:41799,worms:110349,gbif:6199,irmng:101783	ott247683	
Monoposthiidae	306728	ncbi:129894,worms:2172,gbif:6511,irmng:111054	ott306728	
Stelligeridae	5653630	ncbi:1779170,worms:607948,gbif:7189259,irmng:121493	mrcaott8837ott9778	Maps to same node as: Bubaridae - Podospongiidae - Stelligeridae - Halichondriidae - Heteroxyidae - Hemiasterellidae - Guitarridae
Catenicellidae	740971	ncbi:991070,worms:393232,gbif:2108,irmng:101627	ott740971	
Tripylidae	73854	ncbi:211200,worms:2208,gbif:6496,irmng:110515	ott73854	
Dothideaceae	708964	if:80715,ncbi:41253,worms:177911,gbif:4802,irmng:110457	ott708964	
Sepiidae	7373	worms:11723,ncbi:6608,gbif:6832,irmng:114867	ott7373	
Arthrodermataceae	188805	if:80476,ncbi:34384,gbif:4831,irmng:107063	mrcaott13947ott542218	
Monarchidae	817406	ncbi:461250,gbif:5256,irmng:115652	ott817406	
Pareatidae	147523	ncbi:173536,gbif:5789865	ott147523	
Lacistorhynchidae	735945	ncbi:56693,worms:104955,gbif:5952,irmng:113048	ott735945	
Amaurobiidae	508531	ncbi:107460,gbif:7354,irmng:104419	mrcaott33580ott33585	
Romancheinidae	760236	ncbi:560994,worms:110770,gbif:6019,irmng:104939	ott760236	
Ripipterygidae	277515	ncbi:58558,gbif:3039,irmng:110677	ott277515	
Thamneidae	7119036	worms:952098,gbif:9614065	ott7119036	
Teratosphaeriaceae	234186	if:504465,ncbi:668547,worms:988404,gbif:4800,irmng:117654	mrcaott235ott6545	
Eurostopodidae	726316	ncbi:48158,irmng:106795	ott726316	
Laetmogonidae	96910	ncbi:396328,worms:123192,gbif:5619,irmng:101342	mrcaott169873ott671182	
Parascylliidae	154216	ncbi:1213740,worms:148833,gbif:2199,irmng:115063	ott154216	
Alpheidae	471793	worms:106776,ncbi:29966,gbif:4472,irmng:109089	ott471793	
Dsungaripteridae	4946608	gbif:3238843,irmng:116864	ott4946608	
Solmundaeginidae	7508666	ncbi:2203290,gbif:9411097	ott7508666	
Actinochloridaceae	967446	ncbi:35478,worms:599605,worms:599609,gbif:4683,gbif:6342,irmng:105235,irmng:105937	ott967446	
Tortricidae	116636	ncbi:7139,worms:989101,gbif:5343,gbif:10191992,irmng:110326,irmng:116674,irmng:104484,irmng:116691,irmng:103478	ott116636	
Methylophilaceae	344389	silva:L15475/#5,ncbi:32011,worms:571358,gbif:8929,irmng:114991	ott344389	
Coelogorgiidae	552138	worms:411564,ncbi:86528,gbif:4880725,irmng:109196	ott552138	
Sillaginidae	1089734	ncbi:30874,worms:125563,gbif:5067,irmng:114279	ott1089734	
Arthoniaceae	124625	if:80472,ncbi:39678,worms:147574,gbif:8363,irmng:110492	ott124625	
Phacidiaceae	164634	if:81137,ncbi:66516,gbif:8383,irmng:109320	ott164634	
Sauropodidae	4141896	gbif:4966982	ott4141896	
Metretopodidae	273135	ncbi:219463,gbif:4292,irmng:101730	ott273135	
Trichoplacidae	3684446	ncbi:2493110,worms:22746,gbif:1889,irmng:107546	ott3684446	
Torquaratoridae	879001	ncbi:1118802,worms:258461,gbif:1955,irmng:107577	ott879001	
Prosthiostomidae	43410	ncbi:983669,worms:142069,gbif:3139,irmng:113554	ott43410	
Alvinellidae	386356	ncbi:36108,worms:233985,gbif:3596,irmng:113902	ott386356	
Crossotonotidae	904195	worms:439061,ncbi:1293061,gbif:4647261,irmng:117592	ott904195	
Ambystomatidae	984723	ncbi:8294,gbif:3101,irmng:104749	ott984723	
Equisetidae	7577693	ncbi:1521258,worms:425736,worms:450493,irmng:1295	ott7577693	
Pseudochromidae	892956	ncbi:30866,worms:151438,gbif:4501,irmng:114840	mrcaott392ott201996	
Pseudotyrannochthoniidae	7109694	ncbi:2569389	ott7109694	
Coccoideaceae	4077573	if:80616,gbif:8014847,gbif:4801,irmng:107079	ott4077573	
Carcharhinidae	400235	ncbi:7805,worms:105689,gbif:2211,irmng:113598	mrcaott19944ott69503	
Bracteamorphaceae	5602194	ncbi:1656240,worms:836369,gbif:8404257	ott5602194	
Callianideidae	238342	worms:477352,ncbi:464331,gbif:2774,gbif:4563,irmng:110155,irmng:108059	ott238342	
Ommexechidae	475465	ncbi:70914,gbif:7253,irmng:109885	ott475465	
Planariidae	208021	ncbi:27896,worms:181567,gbif:6362,irmng:113563	ott208021	
Endodiniaceae	4036386	ncbi:1333875,gbif:9033201	ott4036386	
Aspidogastridae	793833	ncbi:27868,worms:103976,gbif:4975,irmng:107000	ott793833	
Corbulidae	146207	worms:248,ncbi:52623,gbif:3479,irmng:104342	ott146207	
Mastigamoebidae	815958	ncbi:174815,gbif:4281081,irmng:115931	mrcaott902342ott958215	
Pukiidae	5143306	ncbi:2023901,worms:848352,gbif:6880371,irmng:120665	ott5143306	
Myrionemataceae	2821031	worms:143683,gbif:3758,irmng:107854	ott2821031	
Robertdollfusiidae	6164095	worms:834665,gbif:7016817,irmng:120709	ott6164095	
Agyrtidae	215457	ncbi:66531,gbif:3261368,irmng:108806	ott215457	
Proteonematalycidae	5128378	ncbi:2051836,gbif:6880674,irmng:120221	ott5128378	
Carcharodontosauridae	4129870	gbif:4822968,irmng:116952	ott4129870	
Hymenolepididae	445205	ncbi:6214,worms:104930,gbif:2246,irmng:111536,irmng:113171	ott445205	
Megachasmidae	801829	ncbi:57976,worms:267044,gbif:5887,irmng:105716	ott801829	
Sciadopityaceae	641404	ncbi:94394,gbif:8831,irmng:117066	ott641404	
Pseudogorgiidae	4713890	worms:266950,gbif:5171,irmng:108602	ott4713890	
Chunellidae	3680101	worms:196246,gbif:3954,irmng:108993	ott3680101	
Mengenillidae	418220	ncbi:50600,gbif:4289903,irmng:109949	ott418220	
Arbaciidae	312577	ncbi:31183,worms:123156,gbif:9512,irmng:101160	ott312577	
Naiaditaceae	7577533	gbif:9490280	ott7577533	
Guttulinidae	4919285	gbif:3235063,irmng:115716	ott4919285	
Halobacteroidaceae	23209	silva:L37421/#5,ncbi:53434,worms:565433,gbif:4717,irmng:106059	ott23209	
Rhinorhipidae	4663843	ncbi:195314,gbif:4747935,irmng:108438	ott4663843	
Byturidae	323128	ncbi:153015,gbif:3790,irmng:100154	mrcaott323126ott796617	
Funariaceae	821348	ncbi:3216,gbif:4645,irmng:113179	mrcaott7813ott86154	
Omethidae	448661	ncbi:333885,gbif:7842,irmng:109709	ott448661	
Discozerconidae	942374	ncbi:281637,gbif:4664777,irmng:108945	ott942374	
Acrossotidae	83394	worms:411563,ncbi:416593,gbif:5841552,irmng:121715	ott83394	
Membracidae	638494	ncbi:30095,worms:883287,gbif:7889,irmng:101017	ott638494	
Semnoderidae	3583565	ncbi:1215726,worms:101071,gbif:9295,irmng:113855	ott3583565	
Nosematidae	787436	if:90599,ncbi:27974,worms:559116,gbif:8094260,irmng:114004	ott7510294	
Synanceiidae	204662	ncbi:274706,worms:154251,gbif:4510,irmng:112697	mrcaott98143ott301023	
Subtriquetridae	5092856	worms:730056,gbif:3255384,irmng:102082	ott5092856	
Mamiellaceae	300512	ncbi:41873,worms:17663,gbif:5428,irmng:106142	ott300512	
Labrisomidae	55600	ncbi:57769,worms:151414,gbif:4280,irmng:115162	mrcaott21920ott411181	
Eurystomellidae	254559	ncbi:1072067,worms:391544,gbif:5808,irmng:104448	ott254559	
Glaphyridae	163820	ncbi:110051,gbif:4242,irmng:106529	ott163820	
Ambisporaceae	1056814	if:510208,ncbi:453565,gbif:3303,irmng:100450	ott1056814	
Isostictidae	210442	ncbi:126176,gbif:4488,irmng:106077	ott210442	
Microporellidae	357253	ncbi:97272,worms:110763,gbif:5826,irmng:103998	ott357253	
Pavoninidae	4919037	worms:414860,gbif:7980544,irmng:102282	ott4919037	
Fustiariidae	915257	worms:23042,ncbi:203153,gbif:3322,irmng:106703	ott915257	
Lonchopteridae	886452	ncbi:43826,worms:150939,gbif:5560,irmng:109851	ott886452	
Staphyleaceae	152805	ncbi:85278,gbif:6656,irmng:113842	ott152805	
Diaporthostomataceae	7517682	ncbi:2170429,gbif:10059201	ott7517682	
Saelaniaceae	7044702	ncbi:1929020,gbif:10399542	ott7044702	
Eucharitidae	32392	ncbi:216140,gbif:9441,irmng:110117	ott32392	
Cheylabididae	5122747	gbif:4547152,irmng:120245	ott5122747	
Batoporidae	4150344	worms:196083,gbif:2097,irmng:115518	ott4150344	
Micrabaciidae	334417	worms:173384,ncbi:703474,gbif:3988,irmng:100106	ott334417	
Mycoblastaceae	567417	if:81048,ncbi:312193,worms:890025,gbif:8310,irmng:107361	ott567417	
Raphoglidae	4188118	gbif:6095593	ott4188118	
Styracaceae	881796	ncbi:20008,gbif:2507,irmng:113612	ott881796	
Gallieniellidae	4696493	ncbi:243493,gbif:3411,irmng:108956	mrcaott301864ott3553908	
Pseudopomyzidae	4521584	worms:987190,gbif:4517697,irmng:101763	ott4521584	
Plesiopidae	769550	ncbi:30861,worms:151441,gbif:8590,irmng:111406	ott769550	
Branneriidae	3516331	worms:888690,gbif:3008,irmng:110853	ott3516331	
Centrogenyidae	1098787	ncbi:1489924,worms:267018,gbif:8514,gbif:4284606,irmng:120674	ott1098787	
Aporcelaimidae	706219	ncbi:211220,worms:834516,gbif:5986,irmng:100394	ott706219	
Paracucumidae	313775	ncbi:864675,worms:174068,gbif:9707,irmng:100615	ott313775	
Scopelocheiridae	4675256	worms:176791,ncbi:1417819,gbif:4462,irmng:106517	ott4675256	
Halimedaceae	1029135	ncbi:379500,worms:368715,gbif:8778,irmng:116584	ott1029135	
Meristocotylidae	3669722	worms:472829,gbif:6302,irmng:110578	ott3669722	
Lohmanniidae	366499	ncbi:66590,worms:508162,gbif:4067,irmng:108472	ott366499	
Ecdeiocoleaceae	331045	ncbi:98867,gbif:7709,irmng:115619	ott331045	
Procellariidae	1028841	ncbi:30451,worms:136998,gbif:9339,irmng:101565	ott1028841	
Heteralepadidae	806710	ncbi:83327,worms:106052,gbif:9131,irmng:108419	mrcaott231050ott413050	
Idelinellidae	6293017	gbif:8286790	ott6293017	
Myobatrachidae	940181	ncbi:8365,gbif:3089,irmng:104683	mrcaott7464ott21502	
Magnoliidae	31010	ncbi:232347	ott31010	
Phycisphaeraceae	822784	silva:AB286397/#5,ncbi:666507,worms:565458,gbif:5913416,irmng:121083	ott822784	
Megateuthididae	6348528	gbif:8601277	ott6348528	
Parmacellidae	4958109	worms:867825,ncbi:1461390,gbif:3244113,irmng:102953	ott4958109	
Trichiidae	1092928	ncbi:208472,gbif:3215311,irmng:110064	ott1092928	
Leptonchidae	227792	ncbi:211236,worms:834519,gbif:2591,irmng:110776	ott227792	
Symbiotaphrinaceae	7520906	ncbi:2126968,gbif:9813970	ott7520906	
Chironemidae	911501	ncbi:82793,worms:151478,gbif:8521,irmng:111485	ott911501	
Filariidae	3592184	ncbi:1562942,worms:458826,gbif:3248986,irmng:110313	ott3592184	
Symbioribatidae	3529316	gbif:7475,irmng:106220	ott3529316	
Tylodinidae	229370	worms:23136,ncbi:216322,gbif:2656,irmng:113277	ott229370	
Haemonchidae	586525	ncbi:126387,gbif:6756588,irmng:120048	ott516800	
Chromadoridae	582800	ncbi:73931,worms:2162,gbif:6514,irmng:110850	ott582800	
Brachycladiidae	843078	ncbi:630265,worms:108435,gbif:3268234,irmng:119231,irmng:114473,irmng:109566	ott843078	
Tanzaniophasmatidae	3480483	ncbi:409171,gbif:4356,irmng:106858	ott3480483	
Chimeromyiidae	6265630	gbif:8464554	ott6265630	
Butschliellaceae	4739084	gbif:3237362,irmng:114943	ott4739084	
Ibididae	6151015	gbif:8536453	ott6151015	
Thalassothamnidae	4004683	gbif:4892771,irmng:113375	ott4004683	
Momoniidae	3539628	gbif:7500,irmng:108660	ott3539628	
Petenaeaceae	5730048	ncbi:1738447,gbif:6710231,irmng:119775	ott5730048	
Sphyriocephalidae	299809	ncbi:116949,worms:104960,gbif:4282335,irmng:113543	ott299809	
Lycopsyllidae	420542	ncbi:507362,gbif:5327,irmng:106090	ott420542	
Cuniculidae	438471	ncbi:723806,gbif:5489,gbif:3240591,irmng:119708,irmng:104270	ott438471	
Steatornithidae	701556	ncbi:48433,gbif:9346,irmng:105096	ott701556	
Siphoninidae	4803557	worms:111950,gbif:7936703,irmng:113000	ott4803557	
Macrocyclidae	2882725	worms:890751,gbif:4598660,irmng:110647	ott2882725	
Otagiidae	7118873	worms:933503,gbif:9384262	ott7118873	
Nigrogranaceae	7513520	ncbi:2022473,gbif:10467048	ott7513520	
Phaeothamniaceae	420081	ncbi:77031,worms:368879,gbif:7136,irmng:106159,irmng:108342	ott420081	
Amphiuridae	1090907	ncbi:106738,worms:123206,gbif:5680,irmng:110030	ott1090907	
Halcuriidae	149298	worms:100669,ncbi:462308,gbif:5132,irmng:109315	ott149298	
Lithodermataceae	5282504	ncbi:2576934,worms:143718,gbif:3236474,irmng:115024	ott5282504	
Cerianthidae	622559	worms:100684,ncbi:37513,gbif:8173,irmng:107668	ott622559	
Granulosicoccaceae	377598	silva:AB099937/#5,ncbi:449719,worms:570407,gbif:4901335,irmng:104398	ott377598	
Rhabderemiidae	174868	ncbi:283981,worms:131643,gbif:8995,irmng:113671	ott174868	
Benthopectinidae	780703	ncbi:360087,worms:123126,gbif:9472,irmng:101140	ott780703	
Neogosseidae	2844661	ncbi:1779744,worms:264883,gbif:3426,irmng:110525	ott2844661	
Polyphemidae	950556	ncbi:77660,worms:196266,gbif:3684,irmng:111069	ott950556	
Australiascaceae	5345436	if:515430,ncbi:1028385,gbif:8149040	ott5345436	
Hipposideridae	316928	ncbi:186994,gbif:3239753,irmng:116766	ott316928	
Taeniidae	1021828	ncbi:6208,worms:836271,gbif:5959,irmng:113769	ott1021828	
Clavelinidae	941452	ncbi:159415,worms:103438,gbif:5217,irmng:107597	ott941452	
Lynnellidae	61410	ncbi:1056808,worms:595095,gbif:7820951,irmng:121303	ott61410	
Chondracanthidae	102491	ncbi:164116,worms:128566,gbif:9135,irmng:105507	ott102491	
Pruvotinidae	2849988	worms:23105,ncbi:1500360,gbif:4357603,irmng:119535	ott2849988	
Cimeliidae	139169	ncbi:398011,gbif:8025,irmng:119167	ott139169	
Pieridae	167951	ncbi:7114,gbif:5481,irmng:100725	ott167951	
Nasikabatrachidae	542087	ncbi:251752,gbif:6742,irmng:106293	ott542087	
Megapodagrionidae	854849	ncbi:126182,gbif:5937,irmng:111590	ott854849	
Idiozetidae	3531586	gbif:4064,irmng:118300	ott3531586	
Acramoebidae	5580241	gbif:4912073,irmng:119260	ott5580241	
Phylliidae	277529	ncbi:58555,gbif:9461,irmng:100723,irmng:115187	ott277529	
Clavulariidae	82506	worms:125270,ncbi:86519,gbif:3957,irmng:101028	mrcaott3692ott11324	Maps to same node as: Alcyoniidae - Anthothelidae - Clavulariidae
Agyriaceae	413869	if:80435,worms:988337,gbif:8346,irmng:106591	ott413869	
Ricinidae	1081689	ncbi:160060,gbif:3259853,irmng:110617	ott1081689	
Uebelmesseromycetaceae	6376361	ncbi:2099461,gbif:8058815	ott6376361	
Thamnophilidae	799152	ncbi:81887,gbif:5286,irmng:101626	mrcaott27869ott181572	
Lepetodrilidae	405578	worms:180906,ncbi:47540,gbif:4304783,irmng:115534	ott405578	
Podoceridae	407290	worms:101405,ncbi:371457,gbif:4457,irmng:110217	ott407290	
Compsocidae	591867	ncbi:209966,gbif:4298938,irmng:110917	ott591867	
Provorticidae	343603	ncbi:66749,worms:142084,gbif:3147,irmng:114542	ott343603	
Parahyidae	131169	ncbi:535012,worms:467669,gbif:7645,irmng:120421	ott131169	
Myuriaceae	453727	ncbi:94550,gbif:6347,irmng:106330	mrcaott3217ott11108	Maps to same node as: Myuriaceae - Meteoriaceae
Megacalanidae	985696	ncbi:261853,worms:104090,gbif:4961,irmng:109240	ott985696	
Linyphiidae	19393	ncbi:81835,worms:150470,gbif:3415,irmng:101005	ott19393	
Protopolyclinidae	3646106	worms:248200,gbif:3392,irmng:107339	ott3646106	
Heliodomidae	4149433	worms:110752,gbif:5815,irmng:115158	ott4149433	
Amphibulimidae	822562	worms:870042,ncbi:318185,gbif:4304745	ott822562	
Scutoverticidae	964692	ncbi:504891,worms:449184,gbif:3648,irmng:105263	ott964692	
Coronostomatidae	7073931	ncbi:2170613	ott7073931	
Acanthochaetetidae	834383	ncbi:1779172,worms:170381,gbif:3899,irmng:114286	ott834383	
Myzopodidae	6788	ncbi:155036,gbif:9364,irmng:104632	ott6788	
Loasaceae	392946	ncbi:37822,gbif:2379,irmng:114474	ott392946	
Ulidiidae	937266	ncbi:43848,worms:494314,gbif:3516,gbif:3264557,irmng:100909,irmng:105725	ott937266	
Limnocytheridae	684635	ncbi:182572,worms:127503,gbif:5206,irmng:106443	ott684635	
Ancorinidae	662724	ncbi:77184,worms:131662,gbif:8116,irmng:104410,irmng:114482	mrcaott9778ott206653	
Etmopteridae	875698	ncbi:117921,worms:267045,gbif:2187,irmng:115197	mrcaott11147ott12069	
Leptotyphlopidae	100033	ncbi:34977,gbif:6931,irmng:113413	ott100033	
Cobanocytheridae	2965221	ncbi:1765886,worms:459459,gbif:5193,irmng:117988	ott2965221	
Fissiphalliidae	452810	ncbi:118593,gbif:9428041	ott452810	
Schizothyriaceae	1066849	if:81266,ncbi:281250,gbif:4799,irmng:109793	ott1066849	
Caenagnathidae	4126517	gbif:4822717,irmng:116369	mrcaott4126482ott4126520	
Thyrophorellidae	1045671	worms:868292,ncbi:318200,gbif:4304742,irmng:112088	ott1045671	
Corycaeidae	275645	ncbi:749182,worms:128569,gbif:5039,irmng:108286	ott275645	
Paramesochridae	304676	ncbi:610306,worms:115168,gbif:5008,irmng:109930	ott304676	
Saccolomataceae	1048672	ncbi:693775,gbif:3873580,irmng:119763	ott1048672	
Amphisoleniaceae	591842	ncbi:584885,worms:109405,gbif:7879521,irmng:108889	ott591842	
Phaseolidae	932167	worms:489030,ncbi:856644,gbif:4587869,irmng:112485	ott932167	
Tetrameristaceae	538891	ncbi:91901,worms:413966,gbif:3593836,irmng:112965	ott538891	
Glossoscolecidae	798109	ncbi:169941,irmng:108985	ott798109	
Doridomorphidae	2876423	worms:412594,gbif:4605814,irmng:110885	ott2876423	
Armatimonadaceae	257665	silva:AB529679/#5,ncbi:1042314,gbif:7670630	ott257665	
Ogyrididae	847427	worms:106778,ncbi:576916,gbif:4528,irmng:109894	ott847427	
Rhizounochloridaceae	4922091	worms:599693,gbif:4591,irmng:106173	ott4922091	
Omnivoropterygidae	6155590	gbif:8439734	ott6155590	
Notonemouridae	950485	ncbi:143743,gbif:7225,irmng:109858	ott950485	
Vexillariidae	4700790	gbif:4653471,irmng:108652	ott4700790	
Delphinidae	698406	ncbi:9726,worms:136980,gbif:5314,irmng:104002	ott698406	
Sapphirinidae	360389	ncbi:545089,worms:128595,gbif:5053,irmng:106900	mrcaott87785ott296838	
Cerylonidae	974224	ncbi:196994,gbif:7778,irmng:101773	mrcaott153857ott232419	
Colobometridae	374921	ncbi:706662,worms:196173,gbif:9509,irmng:110438	ott374921	
Isochonidae	581261	ncbi:261020,worms:105938,gbif:7571736,irmng:113953	ott581261	
Carcharolaimidae	558029	ncbi:211248,gbif:2594,irmng:110598	ott558029	
Dinychidae	381857	ncbi:334649,gbif:4549709,gbif:4664244,irmng:118419,irmng:105976	ott381857	
Viperidae	262303	ncbi:8689,worms:414919,gbif:5024,irmng:103448	ott262303	
Melanoblossiidae	3520289	ncbi:2044623,gbif:5854	ott3520289	
Pseudocheylidae	421324	ncbi:386837,gbif:3252786,irmng:108770	ott421324	
Helicocephalidaceae	157889	if:80840,ncbi:78904,gbif:8280,irmng:109497	ott157889	
Passerellidae	5846360	ncbi:1729112,gbif:9410667	mrcaott5616ott6023	
Chondropsidae	174869	ncbi:491774,worms:168731,gbif:8142,irmng:108124,irmng:106306,irmng:115728	ott174869	
Ohridiidae	122515	ncbi:560226,worms:227120,gbif:3249120,irmng:104726	ott122515	
Poecilasmatidae	663612	ncbi:37899,worms:106050,gbif:9132,irmng:110199	mrcaott313215ott348014	
Anthoptilidae	656917	worms:128480,ncbi:86569,gbif:3935,irmng:109904	ott656917	
Arctokonstantinidae	2957717	ncbi:2202709,worms:345948,gbif:4335085,irmng:118750	ott2957717	
Histriobdellidae	618830	ncbi:272733,worms:972,gbif:1984,irmng:109041	ott618830	
Saipanettidae	2965140	worms:414883,gbif:5213,irmng:108536	ott2965140	
Vampyrellidae	319941	silva:AB622340/#5,ncbi:325674,worms:872112,gbif:6586,irmng:113020	ott319941	
Dendrodorididae	553086	worms:23026,ncbi:71304,gbif:7043,irmng:110819	ott553086	
Pseudochelidae	2973921	worms:414875,gbif:4646483,irmng:117675	ott2973921	
Ascidicolidae	2949272	worms:106409,gbif:9080,irmng:107142	ott2949272	
Bothriembryontidae	6361659	worms:820023,gbif:7692272	ott6361659	
Allocrangonyctidae	287200	worms:488225,ncbi:1041812,gbif:4411,irmng:110432	ott287200	
Stegnospermataceae	134741	ncbi:232387,gbif:3685125,irmng:118862	ott134741	
Deinopidae	1002950	ncbi:93707,gbif:7365,irmng:107981	ott1002950	
Eupodidae	2543	ncbi:393868,worms:150434,gbif:6071,irmng:108783	ott2543	
Heteromyidae	342252	ncbi:10015,gbif:5504,irmng:111531	ott342252	
Philopotamidae	524302	ncbi:93876,gbif:7973,irmng:100373	ott524302	
Petrothrincidae	171607	ncbi:177766,gbif:7972,irmng:105431	ott171607	
Dioctophymatidae	7075840	ncbi:513040,worms:22885,gbif:4281853	ott7075840	
Stygnommatidae	452813	ncbi:118596,gbif:6902936,irmng:120569	ott452813	
Cymbaloporidae	4804869	ncbi:1659679,worms:111918,gbif:7544995,irmng:115232	ott4804869	
Wellstediaceae	5728209	ncbi:1561070,gbif:4930388	ott5728209	
Carcharodopharyngidae	4711100	ncbi:1312333,worms:479210,gbif:3268631,irmng:109557	ott4711100	
Acanthasteridae	337927	ncbi:133432,worms:196202,gbif:9477,irmng:110027	ott337927	
Ecphyadophoridae	403621	ncbi:288509,gbif:4555916,irmng:100414	ott403621	
Cystiplanidae	3665098	ncbi:1525120,worms:142091,gbif:3036,irmng:110536	ott3665098	
Halosphaeriaceae	809127	if:80832,ncbi:42310,worms:100049,gbif:8424,irmng:110463	ott809127	
Spongopalliidae	6388487	gbif:8578159	ott6388487	
Plocospermataceae	23371	study713:2,ncbi:91894,gbif:2231,irmng:119256	ott23371	
Synaphobranchidae	65737	ncbi:118152,worms:125436,gbif:7170,irmng:111424	ott65737	
Hydrachnidae	680266	ncbi:768126,gbif:3664,irmng:109313	ott680266	
Sordariaceae	572453	if:81384,ncbi:5148,worms:100066,gbif:4163,irmng:110114	ott572453	
Pitheciidae	909605	ncbi:376919,gbif:5486,irmng:106629	ott909605	
Trichosphaeriaceae	123364	if:81492,ncbi:152648,worms:437938,gbif:8435,irmng:107997	ott123364	
Cassidae	57534	worms:22999,ncbi:219137,gbif:6761,irmng:104974	ott57534	
Montiaceae	1061273	ncbi:703407,gbif:4898338,irmng:118848	ott1061273	
Hapalogastridae	4669119	worms:590101,ncbi:1933401,gbif:4649041,irmng:117598	ott4669119	
Atherinopsidae	1074732	ncbi:461499,worms:266995,gbif:2957,irmng:106601	mrcaott73302ott93287	
Bajsaphididae	6296837	gbif:7517938	ott6296837	
Cordylidae	269281	ncbi:52173,gbif:6173,irmng:114227	ott269281	
Archidiaceae	999681	ncbi:98455,gbif:4626,irmng:113457	ott999681	
Progynotaeniidae	5138065	worms:380402,gbif:5960,irmng:110838	ott5138065	
Sneathiellaceae	354000	silva:AB289439/#5,ncbi:510685,worms:568238,gbif:4893855,irmng:106669	ott354000	
Petrobionidae	965612	ncbi:68576,worms:164642,gbif:3773,irmng:113448	ott965612	
Urohaustoriidae	5092188	worms:236738,gbif:3254565,irmng:108325	ott5092188	
Phaeophilaceae	231907	ncbi:262507,worms:143764,gbif:8809,irmng:105863	ott231907	
Aglycyderidae	4616062	gbif:4740395	ott4616062	
Heterodiniaceae	995779	ncbi:1214249,worms:109429,gbif:7431247,irmng:107576	ott995779	
Lernaeopodidae	821338	ncbi:298494,worms:135525,gbif:5669,irmng:106384	ott821338	
Apidae	52848	ncbi:7458,gbif:4334,gbif:10501510,irmng:101097	mrcaott470ott37226	
Bombyliidae	653874	ncbi:50674,gbif:7285,irmng:100021	ott653874	
Ortheziidae	287874	ncbi:249435,gbif:4530,irmng:104667	ott287874	
Decliniidae	163814	ncbi:110056,gbif:4290608,irmng:118279	ott163814	
Blastobasidae	629997	ncbi:173649,gbif:4865,irmng:108543	ott629997	
Staurothecidae	7508384	worms:955660,gbif:9352555	ott7508384	
Micheleidae	432960	worms:414844,ncbi:464336,gbif:8149,irmng:107455	ott432960	
Megalopidae	854186	ncbi:7930,worms:125467,gbif:7661,irmng:114896	ott854186	
Ransomnematidae	3592532	ncbi:1291401,worms:834787,gbif:4630981,irmng:118920	ott3592532	
Haleciidae	889789	worms:1608,ncbi:308586,gbif:3973,irmng:107670	mrcaott6501ott185730	
Marchantiaceae	765246	ncbi:29585,gbif:6110,irmng:114284	ott765246	
Gelastocoridae	214230	ncbi:38102,worms:493848,gbif:4310,irmng:101475	ott214230	
Ophionereidae	608032	ncbi:243949	ott608032	
Ferrovaceae	5276467	ncbi:1442156	ott5276467	
Haploporidae	663280	ncbi:116937,worms:108422,gbif:2526,irmng:113707	ott215890	
Gephyrosauridae	4119558	gbif:4821625,irmng:117516	ott4119558	
Polypteridae	458429	ncbi:8289,worms:154639,gbif:5087,irmng:114148	ott458429	
Chaetangiaceae	5155355	worms:196241,gbif:3234868,irmng:107293	ott5155355	
Oxynoidae	588315	worms:153471,ncbi:382440,gbif:2632,irmng:112180	ott588315	
Vibrionaceae	181213	silva:D21226/#5,ncbi:641,worms:393079,gbif:9539,irmng:109807	ott181213	
Plagiocampidae	4031436	ncbi:1348340,worms:414864,gbif:8180894,irmng:115772	ott4031436	
Adoxaceae	757494	ncbi:4206,worms:426050,gbif:2510,irmng:111833	ott757494	
Stupendidae	5975728	ncbi:1852310,worms:877318,gbif:8572904	ott5975728	
Microcytheridae	2964991	worms:127505,gbif:5208,irmng:109301	ott2964991	
