name, ottid, sources, flags
Minicarididae, 4710248, gbif:4650961,irmng:101349, major_rank_conflict,extinct,barren
Vjushkoviidae, 4144948, gbif:4965496, extinct,barren
Amphiaspididae, 4144362, gbif:4815538,irmng:102848, major_rank_conflict,extinct,barren
Rhabdosomidae, 7665657, gbif:9258425, extinct,barren
Pentacrinitidae, 3647923, worms:242112,gbif:6005,irmng:111608,irmng:102085, extinct
Psycheneidaceae, 4025077, gbif:8370939,irmng:116062, sibling_higher,barren
Miadesmiaceae, 4738356, gbif:4898619,irmng:112049, sibling_higher,extinct,barren
Danaididae, 6138458, gbif:7758685, major_rank_conflict,barren
Ptenopodiscidae, 3605366, gbif:4844404,irmng:116746, major_rank_conflict,extinct,barren
Enchodontidae, 3629372, gbif:4839570,irmng:101059, sibling_higher,extinct
Eurychilinidae, 5742949, worms:715535,gbif:4806782,irmng:103008, sibling_higher,extinct
Ankistrodesmaceae, 4735050, worms:558966,gbif:6452322,irmng:121090, barren
Atomodesmidae, 2865232, gbif:4594480,irmng:112185, sibling_higher,extinct,barren
Djadochtatheriidae, 4140162, gbif:4968706, major_rank_conflict,extinct,barren
Rhizoplacopsidaceae, 5343091, if:522332,gbif:8376,irmng:117636, barren
Khairkhaniidae, 2929892, worms:833689,gbif:4584440,irmng:118408, incertae_sedis,extinct
Asterotexaceae, 6377015, gbif:7795575, sibling_higher,merged,barren
Oculatellaceae, 7014340, ncbi:2303507,gbif:10257667, merged,barren
Palaequoreidae, 5292850, worms:717357,gbif:7709881,irmng:121198, sibling_higher,extinct
Williamsoniellaceae, 7579743, gbif:9778860, major_rank_conflict
Sageceratidae, 2871112, gbif:4623178,irmng:100798, sibling_higher,extinct
Requieniidae, 2865187, worms:833314,gbif:4591996,irmng:113368, extinct
Zygocotylidae, 3670820, gbif:6483192,irmng:121478, sibling_higher,barren
Juracorduliidae, 6322989, gbif:8444529, sibling_higher,extinct
Paramyidae, 3610368, gbif:3240672,irmng:102979, sibling_higher,extinct
Keraterpetontidae, 3620732, gbif:4816375,irmng:103869, major_rank_conflict,extinct
Ascodictyidae, 4150449, gbif:4853962,irmng:103238, sibling_higher,extinct
Camarosporiaceae, 8003494, gbif:10472068, sibling_higher,barren
Afossochitonidae, 2867839, gbif:4584579,irmng:101063, sibling_higher,extinct
Allostomidae, 3665378, worms:479168,irmng:121730, sibling_higher,hidden,barren
Protosolpugidae, 5127477, gbif:6880602,irmng:120212, extinct
Defluviitaleaceae, 332510, ncbi:1185407,gbif:7768409, merged,barren
Galeropygidae, 3650880, worms:510718,gbif:4875601,irmng:111717, extinct
Bergeriellidae, 8010763, gbif:9592043, major_rank_conflict,barren
Rebellatricidae, 6375613, gbif:8687993, major_rank_conflict
Acroreiidae, 2919048, worms:833933,gbif:4599287,irmng:119777, incertae_sedis_inherited,extinct
Lepidocentridae, 4950607, worms:689329,gbif:3249584,irmng:112744, sibling_higher,extinct
Comahuesuchidae, 3606083, gbif:4822241,irmng:113587, extinct,barren
Dibrachicystidae, 7668593, gbif:9721982, major_rank_conflict
Eobaataridae, 3616041, gbif:4831366,irmng:111986, major_rank_conflict,extinct
Erigonidae, 5743600, gbif:3252945,irmng:116425, sibling_higher,barren
Swedmarkiidae, 2823194, gbif:8267646, sibling_higher,barren
Dolichopidae, 6138541, gbif:7550448, major_rank_conflict,barren
Aeropidae, 7669374, gbif:9418741, sibling_higher,extinct,barren
Chelycarapookidae, 3606557, gbif:4818717,irmng:100140, sibling_higher,extinct
Archeriidae, 4948497, gbif:3241122,irmng:115030, major_rank_conflict,extinct
Asarotidae, 4144510, gbif:4839053,irmng:101501, major_rank_conflict,extinct
Dendrochaetidae, 5116379, gbif:3253645,irmng:118759, sibling_higher,barren
Subioblattidae, 4664140, gbif:4802667,irmng:113893, sibling_higher,extinct
Pleurochloridellaceae, 733084, ncbi:82164,irmng:107515, sibling_higher,merged,barren
Parasmiliidae, 4715456, gbif:4879117,irmng:118231, sibling_higher,extinct
Katharellidae, 3684432, gbif:4305339,irmng:120549, barren
Zaphrentidae, 5142893, gbif:3250399,irmng:100927, extinct
Entactiniidae, 5157676, irmng:112855, hidden,extinct,barren
Muniericeratidae, 2870214, gbif:4625321,irmng:112312, sibling_higher,extinct
Afrauropodidae, 3518911, gbif:4303020,irmng:112096, barren
Palaeocyclidae, 5142611, gbif:3250441,irmng:103600, extinct
Louisianinidae, 4806530, gbif:6535633,irmng:121693, sibling_higher,extinct_inherited
Austropanorpidae, 3429461, gbif:4682650,irmng:103031, extinct
Microfalculidae, 5010022, gbif:4289824, sibling_higher,barren
Mesomegaloprepidae, 7905800, gbif:9392331, sibling_higher,extinct
Bechlyidae, 6193423, gbif:8476271, major_rank_conflict,extinct,barren
Eoorthidae, 2933638, gbif:4870431,irmng:103354, extinct
Lepidotidae, 6372856, gbif:8554500, major_rank_conflict,extinct,barren
Collaspididae, 3680241, gbif:4282495,irmng:116591, barren
Halicynidae, 7693823, gbif:9545178, major_rank_conflict,hidden_inherited,barren
Siberioperlidae, 5017678, gbif:4383568,irmng:112755, sibling_higher,extinct
Thysanoplantaceae, 4018908, gbif:4892595,irmng:105341, major_rank_conflict,hidden,extinct,barren
Syndiniophycidae, 7529569, worms:146212, hidden,barren
Edbakerellidae, 3539899, gbif:4655999,irmng:119348, sibling_higher,barren
Bacillariaceae, 173955, ncbi:33852,worms:149002,gbif:8316869,irmng:105029, sibling_higher,inconsistent,barren
Tyroglyphidae, 3526438, gbif:4662922,irmng:115788, sibling_higher,barren
Meandropsinidae, 4919249, worms:720928,gbif:8108362,irmng:113936, extinct
Paracymatophlebiidae, 6323132, gbif:8473645, sibling_higher,extinct
Waterisporidae, 4150443, gbif:6066907, major_rank_conflict,barren
Palaeololiginidae, 2869732, gbif:4621055,irmng:111221, hidden_inherited,extinct
Rhytidopilidae, 2917514, worms:833737,gbif:4605577,irmng:118998, incertae_sedis,extinct,barren
Lithostrotionidae, 5142111, gbif:3250434,irmng:115880, extinct
Capillithyrididae, 4970137, gbif:3252224,irmng:117483, sibling_higher,extinct
Metriorhynchidae, 4948042, gbif:3238573,irmng:100300, extinct
Tincidae, 7653536, gbif:9956661, sibling_higher,barren
Diplagnostidae, 4704511, gbif:4639528,irmng:116500, extinct
Hastagnostidae, 4706204, gbif:4639270,irmng:116352, extinct
Schoenasteridae, 3657563, gbif:4872996,irmng:119060, major_rank_conflict,extinct
Gomesiamonadaceae, 4925521, gbif:8899288,irmng:107873, major_rank_conflict
Prionoceratidae, 2869680, gbif:4623784,irmng:112105, sibling_higher,extinct
Gordenellidae, 2921845, worms:833923,gbif:4956830,irmng:119812, incertae_sedis_inherited,extinct
Tetrastichiaceae, 7643210, gbif:9785535, major_rank_conflict
Polycreagridae, 6324193, gbif:8627206, sibling_higher,extinct_inherited
Dikelokephalinidae, 4707910, gbif:4635575,irmng:116855, sibling_higher,extinct
Lipogenyidae, 6140153, gbif:4286650, barren
Archipsyllidae, 3435455, gbif:4394956,irmng:102812, sibling_higher,extinct
Hardieopteridae, 4706706, gbif:4806203,irmng:101850, major_rank_conflict,extinct
Amphimerycidae, 3615389, gbif:4835810,irmng:113580, sibling_higher,extinct
Saadaniidae, 6145303, gbif:8540493, sibling_higher
Appianaceae, 5151650, gbif:6879791,irmng:119774, major_rank_conflict,extinct
Eruciidae, 4187810, gbif:4711444,irmng:110115, sibling_higher,barren
Discoceratidae, 4955913, gbif:3248560,irmng:116819, sibling_higher,extinct,barren
Ratardidae, 4326264, gbif:4709151,irmng:111560, sibling_higher,barren
Pycnoidocoscinidae, 4719797, gbif:4814543,irmng:104081, major_rank_conflict,extinct,barren
Prenasteridae, 3649908, worms:510813,gbif:5964271,irmng:120670, merged,barren
Xyodesmidae, 7692728, gbif:9243901, sibling_higher,barren
Splanchotrophidae, 4806299, gbif:4893559,irmng:115231, sibling_higher,barren
Fusulinellidae, 8012514, gbif:9705978, incertae_sedis_inherited,major_rank_conflict,inconsistent,extinct_inherited,barren
Hebediscidae, 5129781, gbif:3266633,irmng:115313, extinct
Phaseliformidae, 4004660, gbif:4896539,irmng:118418, extinct
Lystrosauridae, 4126420, gbif:4817807,irmng:115906, unplaced,major_rank_conflict,extinct
Chongichthyidae, 6138276, gbif:8678094, major_rank_conflict,extinct,barren
Wetheredellaceae, 4735239, irmng:105797, major_rank_conflict,hidden,extinct,barren
Deinocheiridae, 4127281, gbif:4822645,irmng:116204, extinct,barren
Platymonadaceae, 4004380, gbif:4267666, sibling_higher,barren
Eglonaspididae, 4142096, gbif:4815535,irmng:101277, major_rank_conflict,extinct,barren
Icriodontidae, 4144910, gbif:4841657,irmng:115866, major_rank_conflict,extinct
Parasellidae, 3001723, gbif:4641620,irmng:118229, sibling_higher,barren
Robustidae, 2928166, gbif:4620445,irmng:119001, major_rank_conflict,extinct
Antzeilleridae, 2933138, gbif:4869121,irmng:118260, sibling_higher,extinct
Dictyosphaeriaceae, 5153291, worms:178622,gbif:8786,irmng:107636, sibling_higher,merged,barren
Agaphelidae, 5338018, worms:383297,irmng:121758, hidden,barren
Homocrinidae, 3648478, gbif:4873669,irmng:102691, major_rank_conflict,extinct
Branchiosauridae, 4948488, gbif:3241160,irmng:104122, major_rank_conflict,extinct
Bystrowianidae, 3620767, gbif:4816191,irmng:117397, major_rank_conflict,extinct
Archaeodorydermatidae, 2842840, gbif:4581303,irmng:112024, sibling_higher,extinct,barren
Acoelodidae, 4943977, gbif:3240523,irmng:103974, extinct
Verneulidae, 4803498, gbif:6123475, major_rank_conflict
Grammysiidae, 2864873, worms:833290,gbif:4586975,irmng:100030, extinct
Heliospongiidae, 2842690, gbif:4581748,irmng:113798, major_rank_conflict,extinct
Holmiidae, 5130868, gbif:3267012,irmng:115127, extinct
Multiciliidae, 5273698, gbif:6879607,irmng:119765, unplaced,major_rank_conflict,barren
Pyrotheriidae, 4945107, gbif:4832952,irmng:103831, major_rank_conflict,extinct
Clypeolampadidae, 3651022, worms:510653,gbif:4876068,irmng:103022, sibling_higher,extinct
Bakuellidae, 4030697, ncbi:1661772,worms:863611,gbif:8058353, sibling_higher,merged,barren
Syzraniidae, 4803192, worms:720930,gbif:7878119,irmng:112061, extinct
Miskoiidae, 3583452, gbif:4578794,irmng:110690, sibling_higher,extinct
Gnetopsidaceae, 6135924, gbif:8700285, major_rank_conflict,barren
Ilysiidae, 7665631, gbif:9268941, extinct,barren
Plexostromataceae, 4018479, gbif:4896011,irmng:106048, major_rank_conflict,hidden,extinct
Stephanospermaceae, 7643193, gbif:8612004, major_rank_conflict
Whatcheeriidae, 3621153, gbif:4816232,irmng:103872, major_rank_conflict,extinct
Tythothyrididae, 4970128, gbif:3252221,irmng:102307, sibling_higher,barren
Calkinsiidae, 7646194, gbif:10607263, barren
Migmasteridae, 6160492, gbif:8624753, major_rank_conflict
Neotripylidae, 7677526, gbif:9527608, major_rank_conflict,barren
Serphitidae, 4578961, gbif:4298556,irmng:101333, sibling_higher,extinct
Xestecyathidae, 4721034, gbif:4814332,irmng:103685, major_rank_conflict,extinct,barren
Sirenitidae, 2870309, gbif:4625174,irmng:119313, sibling_higher,extinct,barren
Neovahlkampfiidae, 7060072, ncbi:2602010, sibling_higher,merged,barren
Cladonychidae, 7689148, gbif:9003476, sibling_higher,extinct,barren
Delphinorhynchidae, 5338019, worms:383313,irmng:121544, hidden,barren
Tritrabidae, 4004717, gbif:4892236,irmng:119575, extinct
Valettiidae, 7119003, gbif:4316326,irmng:121557, sibling_higher,barren
Bubonidae, 4947547, gbif:3241890,irmng:117229, barren
Architarbidae, 4706357, gbif:4667301,irmng:102698, major_rank_conflict,extinct
Elasmostomatidae, 4939933, gbif:3251357,irmng:102121, major_rank_conflict,extinct
Conulariellidae, 4717974, gbif:4883896,irmng:102663, major_rank_conflict,extinct,barren
Bardeliellidae, 1027210, ncbi:459232,gbif:7963515,irmng:114187, sibling_higher,merged,barren
Pharetrospongiidae, 2834025, gbif:4583307,irmng:112054, extinct
Eurotrematidae, 3672575, gbif:4282260, sibling_higher,barren
Prosbolopsidae, 6317044, gbif:8548151, sibling_higher,extinct,barren
Capsulocyathidae, 2843115, gbif:4581298,irmng:112183, major_rank_conflict,extinct,barren
Ungaliopheidae, 6158144, gbif:9562832, extinct,barren
Ritidae, 7652872, gbif:9835133, sibling_higher,barren
Konjuschkovicyathidae, 4723082, gbif:4814313,irmng:104115, major_rank_conflict,extinct,barren
Pyrgiidae, 4716462, gbif:4882269,irmng:102404, incertae_sedis_inherited,extinct,barren
Proctonotidae, 803291, worms:23103,ncbi:216352,ncbi:2572471,gbif:2643,gbif:3244395,irmng:115812, incertae_sedis_inherited
Waterstonellidae, 4706284, gbif:4667397,irmng:102044, major_rank_conflict,extinct,barren
Lutetiidae, 6340110, worms:862499,gbif:8033652, extinct
Palaeogalidae, 6145727, gbif:8023249, sibling_higher,barren
Asterocladaceae, 5585084, worms:599590,gbif:6789216,irmng:121115, sibling_higher,merged,barren
Stygothrombidiidae, 7681601, gbif:9617763, sibling_higher,barren
Pleuraspidotheriidae, 6143802, gbif:8442100, major_rank_conflict,extinct
Homalozoonidae, 40668, ncbi:375591,worms:425419,gbif:8090017,irmng:115002, sibling_higher,merged,barren
Ornithocephalidae, 4143691, gbif:4965580, extinct,barren
Colosteidae, 3620902, gbif:4815781,irmng:117162, major_rank_conflict,extinct
Shumardiidae, 4704366, gbif:4634457,irmng:116793, extinct
Ptolemaiidae, 4943918, gbif:3239954,irmng:103830, major_rank_conflict,extinct
Pseudohyriidae, 5681096, worms:833252,gbif:8038648, extinct,barren
Codasteridae, 4950968, gbif:3249922,irmng:101935, major_rank_conflict,extinct
Styginidae, 5128910, gbif:3266673,irmng:116893, sibling_higher,extinct
Ormieractinomyxidae, 3673478, gbif:4579882,irmng:115790, major_rank_conflict
Lycoperdaceae, 558970, ncbi:5426,gbif:3297360, inconsistent,barren
Conorboididae, 4918802, worms:720963,gbif:8252915,irmng:111972, extinct
Ichtyosarcolidae, 6340107, gbif:8633294, major_rank_conflict,extinct,barren
Berounellidae, 5742353, worms:715795,gbif:4808035,irmng:117286, sibling_higher,extinct,barren
Protospinacidae, 4140086, gbif:4824458,irmng:101543, major_rank_conflict,extinct
Arietidae, 6138017, gbif:7784673, major_rank_conflict,barren
Mesocenaceae, 2821783, gbif:6258,irmng:112718, sibling_higher,extinct
Odontogriphidae, 4721118, gbif:4579534,irmng:101393, major_rank_conflict,extinct
Dermocarpellaceae, 5993762, ncbi:1890498,worms:146664,gbif:7103,irmng:105870, inconsistent,barren
Calycellidae, 5139903, gbif:3251293,irmng:108014, sibling_higher,barren
Amphipithecidae, 3607952, gbif:4827506,irmng:118156, sibling_higher,extinct
Stahleckeriidae, 6375798, gbif:8655739, unplaced,major_rank_conflict
Polyosmaceae, 214102, ncbi:124852, barren
Lobatocerebridae, 4987750, ncbi:1681191,worms:869064,gbif:4811920,irmng:113967, major_rank_conflict
Euchondriidae, 2865450, worms:833205,gbif:4595175,irmng:111292, extinct
Schizymeniaceae, 886772, ncbi:42185,worms:143742,gbif:9021,irmng:106315, sibling_higher,merged,barren
Laudonocrinidae, 3648550, gbif:4873399,irmng:117246, major_rank_conflict,extinct_inherited
Dysgonamonadaceae, 7008015, ncbi:2005520, merged,barren
Orthoamphisiellidae, 2822583, gbif:7881940, sibling_higher,merged,barren
Lecanitidae, 2871947, gbif:4623244,irmng:100894, sibling_higher,extinct
Triumbraculidae, 8028498, gbif:8503064, major_rank_conflict
Tapinocephalidae, 4128643, gbif:4817747,irmng:117037, unplaced,major_rank_conflict,extinct
Allagecrinidae, 3649432, gbif:4873685,irmng:118070, major_rank_conflict,extinct
Theroteinidae, 3615553, gbif:4831351,irmng:103770, major_rank_conflict,extinct
Asioryctidae, 3616785, gbif:4826456,irmng:118454, major_rank_conflict,extinct
Liareidae, 6363919, gbif:4304949, major_rank_conflict,barren
Leiorhynchidae, 4969422, gbif:3252072,irmng:117250, sibling_higher,extinct
Cathaysiorthidae, 6329575, gbif:8481547, extinct_inherited
Hindiidae, 4940084, gbif:3251539,irmng:104595, sibling_higher,extinct
Cocconeidaceae, 498484, ncbi:216714,worms:148988,gbif:8051356,irmng:105830, sibling_higher,merged,barren
Solecrutidae, 7937049, gbif:10420175, major_rank_conflict,barren
Palaeoscenidiidae, 4021196, gbif:7465270,irmng:110620, major_rank_conflict,extinct
Diversinitidae, 7868600, gbif:9684359, sibling_higher,extinct,barren
Hypsomoniidae, 2933808, gbif:4870460,irmng:118295, extinct
Ponticeratidae, 2871218, gbif:4947182, sibling_higher,extinct_inherited
Bolloceratidae, 2871441, gbif:4622368,irmng:111542, sibling_higher,extinct,barren
Parargissidae, 7696748, gbif:9646881, merged,barren
Simplicimonadidae, 178763, ncbi:723907, sibling_higher,merged,barren
Gracilisuchidae, 4140712, gbif:4967844, unplaced,major_rank_conflict,extinct
Synerocrinidae, 3648029, gbif:4873818,irmng:119381, major_rank_conflict,extinct
Wyolestidae, 7657290, gbif:9288065, major_rank_conflict,extinct,barren
Lobitidae, 4955585, gbif:3246002,irmng:101755, sibling_higher,extinct
Galdieriaceae, 5155132, worms:599628,gbif:6784790,irmng:120732, merged,barren
Rhabdomonaceae, 7646128, gbif:7379031, barren
Lasiochilidae, 7875905, gbif:10470893, sibling_higher,barren
Polycylindritidae, 2923544, gbif:4586279,irmng:118531, major_rank_conflict,extinct
Cyrtoctenidae, 4708252, gbif:4650257,irmng:118943, major_rank_conflict,extinct,barren
Archaeopharetridae, 4719614, gbif:4814597,irmng:104076, major_rank_conflict,extinct,barren
Microtidae, 3609911, gbif:4829452,irmng:116752, sibling_higher,barren
Platyasteridae, 3657628, gbif:4872842,irmng:118939, sibling_higher,barren
Pachymeridiidae, 4225065, gbif:4779017,irmng:101144, sibling_higher,extinct
Fabulariidae, 4806401, worms:526309,gbif:4904379,irmng:110628, extinct
Triaplidae, 4664118, gbif:4709561,irmng:112711, sibling_higher,extinct
Ortotheridae, 6143673, gbif:8559409, major_rank_conflict,extinct
Pseudogilquiniidae, 710343, ncbi:385533,gbif:6880511,irmng:120018, sibling_higher,barren
Pseudonautilidae, 2867957, gbif:4624466,irmng:104090, sibling_higher,extinct
Proconulidae, 2887320, worms:833823,gbif:4607328,irmng:117277, extinct
Oistodontidae, 4140149, gbif:4841727,irmng:102629, major_rank_conflict,extinct,barren
Derwentiidae, 6138479, gbif:8596192, major_rank_conflict,extinct,barren
Dionididae, 5129573, gbif:4635242,irmng:116856, sibling_higher,extinct
Syringostrominidae, 2842830, gbif:4583030,irmng:119384, sibling_higher,extinct
Holospiridae, 7979285, gbif:9530454, merged,barren
Vallitaleaceae, 7020996, ncbi:2603322, merged,barren
Maorimetridae, 3647874, gbif:4874225,irmng:119272, sibling_higher,extinct,barren
Gelidiellaceae, 5602383, ncbi:2026930,worms:196224,gbif:8998,irmng:107466, sibling_higher,merged,barren
Artiscidae, 6387673, gbif:8628389, barren
Ephyridae, 5660475, irmng:117306, hidden,barren
Orsillidae, 7875956, gbif:9437056, sibling_higher,barren
Almasauridae, 3620910, gbif:4815876,irmng:118073, major_rank_conflict,extinct
Ophthalmosauridae, 7657512, gbif:8509177, unplaced,major_rank_conflict
Sigilliidae, 2966592, worms:459472,gbif:4303311,irmng:107186, sibling_higher,extinct,barren
Acherontiscidae, 3621088, gbif:4817144,irmng:102942, major_rank_conflict,extinct
Covracytheridae, 6191703, gbif:8482573, sibling_higher,extinct,barren
Pteridomylacridae, 5020206, gbif:6880436,irmng:120505, sibling_higher,extinct
Fabreidae, 5400567, ncbi:1502944, sibling_higher,merged,barren
Yorkiidae, 4972804, gbif:3252231,irmng:104011, extinct
Antiphyllidae, 5142281, gbif:3250983,irmng:102203, major_rank_conflict,extinct
Lithodesmiaceae, 549293, ncbi:49247,worms:149021,gbif:2929,irmng:101595, sibling_higher,inconsistent,barren
Oxyporaceae, 8009142, gbif:10496741, barren
Coelocrinidae, 3649082, gbif:4874313,irmng:117992, major_rank_conflict
Arretosauridae, 4125891, gbif:4820937,irmng:111046, extinct
Ordosporidae, 825987, if:90600,ncbi:174683,worms:819607,gbif:7958217, major_rank_conflict
Echinoconchidae, 4974092, gbif:3252401,irmng:103292, extinct
Tyrannosauripodidae, 7665733, gbif:9552529, unplaced,major_rank_conflict,barren
Phaeodermatiaceae, 4029340, gbif:4896589,irmng:107629, sibling_higher,barren
Cheimarrhichthyidae, 3639884, gbif:4284913, sibling_higher,barren
Fragilariophycidae, 173958, ncbi:33854,worms:148978, sibling_higher,inconsistent,barren
Protastacidae, 6188230, gbif:8572887, extinct
Hokkaidoconchidae, 4965127, gbif:6882519,irmng:119816, major_rank_conflict
Cleptidae, 6287094, gbif:8244834, sibling_higher
Similothecidae, 2926946, gbif:4863768,irmng:119135, major_rank_conflict,extinct
Platacidae, 7650589, gbif:9408631, sibling_higher,extinct,barren
Merophysiidae, 3356289, gbif:6141834, sibling_higher,extinct,barren
Metadoxididae, 4704564, gbif:4636185,irmng:115308, extinct
Polyplacognathidae, 4141360, gbif:4841643,irmng:101158, major_rank_conflict,extinct,barren
Phaenocelidae, 5133954, gbif:4859841,irmng:115266, sibling_higher,barren
Praesiricidae, 4578181, gbif:4670162,irmng:113445, sibling_higher,extinct
Chaetospiridae, 2822586, gbif:7790175,irmng:106822, sibling_higher,merged,barren
Eoconulidae, 2934532, gbif:4864632,irmng:102445, extinct
Tremataspididae, 4141282, gbif:4815436,irmng:110981, major_rank_conflict,extinct
Helodontidae, 4140615, gbif:4824822,irmng:104166, major_rank_conflict,extinct
Tychobraheidae, 2916584, worms:833824,gbif:4599615,irmng:119617, extinct
Hadrorhynchiidae, 2931791, gbif:4865349,irmng:118013, sibling_higher,extinct
Xyelydidae, 4581469, gbif:4669954,irmng:117885, sibling_higher,extinct
Acanthoniidae, 4796916, gbif:8214034, unplaced,major_rank_conflict,barren
Eotrogulidae, 4705116, gbif:4806207,irmng:103590, sibling_higher,extinct
Sinamiidae, 6375764, gbif:8529977, extinct
Rhabodlepidae, 4144224, gbif:4839432,irmng:118930, major_rank_conflict,extinct
Canariellidae, 7500667, ncbi:1980927,gbif:9592882, merged,barren
Tchernoviaceae, 3865914, gbif:4892948,irmng:112036, sibling_higher,extinct
Girvanicystitidae, 3658688, gbif:4871622,irmng:102155, major_rank_conflict,extinct,barren
Callimiconidae, 3607960, gbif:4827098,irmng:104256, sibling_higher,barren
Strachanognathidae, 4144723, gbif:4842303,irmng:101345, major_rank_conflict,extinct
Kozlowskiocystiidae, 5142328, gbif:3250318,irmng:117960, incertae_sedis_inherited,extinct,barren
Lobatovitelliovariidae, 3671727, gbif:2535,irmng:110572, sibling_higher,barren
Notanopliidae, 2931845, gbif:4866035,irmng:103578, sibling_higher,extinct
Hypsodontidae, 3615921, gbif:4829818,irmng:111517, major_rank_conflict,extinct,barren
Pseudocytheridae, 6192543, gbif:8445814, sibling_higher,extinct,barren
Stomiahykidae, 6375829, gbif:8527943, major_rank_conflict,extinct,barren
Diaphorodendraceae, 4738627, gbif:4905648,irmng:111971, major_rank_conflict,extinct,barren
Disjectoporidae, 2834084, gbif:4580132,irmng:112875, major_rank_conflict,extinct
Pholidosteidae, 4143038, gbif:4853001,irmng:101471, major_rank_conflict,extinct,barren
Auroriidae, 4919250, worms:720894,gbif:7570876,irmng:113163, incertae_sedis_inherited,extinct
Heterocongridae, 7649556, gbif:9385307, extinct,barren
Styliolinidae, 2925653, gbif:4586297,irmng:100244, major_rank_conflict,extinct
Neospiriferidae, 4164892, gbif:4867713,irmng:118692, extinct,barren
Eosimiidae, 3607831, gbif:4827184,irmng:116552, sibling_higher,extinct
Mesosauridae, 3606494, gbif:4818933,irmng:115842, sibling_higher,extinct
Ptenophyllidae, 5143207, gbif:3250387,irmng:104207, extinct
Lophioneuridae, 4664076, gbif:4769968,irmng:102819, major_rank_conflict,extinct
Cyclocystoididae, 4950914, gbif:3250001,irmng:102965, major_rank_conflict,extinct
Aspidiaceae, 7578275, irmng:105290, sibling_higher,hidden,barren
Sorbinicharacidae, 3625966, gbif:4841350,irmng:118645, sibling_higher,extinct,barren
Sarvinidae, 2970422, worms:877119,gbif:4808340,irmng:102931, sibling_higher,extinct,barren
Babinkidae, 2863283, worms:833285,gbif:4589558,irmng:100352, incertae_sedis_inherited,extinct
Xiphothecaellidae, 4020189, gbif:4891601,irmng:119271, sibling_higher,extinct
Gosslingiaceae, 7642599, gbif:4983607, major_rank_conflict,barren
Pontisiidae, 2931784, gbif:4865187,irmng:119075, sibling_higher,extinct
Synomaloptilidae, 5036817, gbif:6927980,irmng:113942, sibling_higher,extinct
Arctostreidae, 5681021, worms:833145,gbif:7712738, extinct,barren
Trizonidae, 4802140, gbif:4892228,irmng:114655, major_rank_conflict,barren
Ethmolaimidae, 5000102, worms:2164,gbif:4630179,irmng:113774, merged,barren
Diadesmidaceae, 947235, ncbi:303454,worms:172643,gbif:7356672,irmng:104925, sibling_higher,inconsistent,barren
Muellericyrtiidae, 4019781, gbif:4898304,irmng:117705, sibling_higher,extinct,barren
Brindabellaspidae, 4142787, gbif:4853147,irmng:101416, major_rank_conflict,extinct,barren
Anthessidae, 7693816, gbif:8868062, major_rank_conflict,hidden_inherited,barren
Urenchelyidae, 3643865, gbif:4839690,irmng:103743, extinct,barren
Loxocaratidae, 7997494, gbif:4942122, major_rank_conflict,extinct,barren
Microbulbiferaceae, 5587892, ncbi:1706373,gbif:9550677, merged,barren
Verticillititiidae, 8000665, gbif:10193605, major_rank_conflict,barren
Cunnolitidae, 4715463, gbif:4944484, sibling_higher,extinct_inherited
Koonwarriidae, 4141921, gbif:4838904,irmng:104100, major_rank_conflict,extinct
Sinograptidae, 3659942, gbif:4356983,irmng:100479, major_rank_conflict,extinct
Amberleyidae, 2922319, worms:833756,irmng:103283, extinct
Waggoneriidae, 3621160, gbif:4816173,irmng:118604, major_rank_conflict,extinct
Achelomidae, 6137773, gbif:8511552, major_rank_conflict,extinct,barren
Parametriotidae, 6197246, gbif:8578907, sibling_higher,barren
Yanornithidae, 4141122, gbif:4966869, major_rank_conflict,extinct,barren
Intoshellinidae, 4029556, gbif:7403178,irmng:113743, sibling_higher,barren
Moravamminidae, 4805080, worms:720901,gbif:7350783,irmng:113938, extinct
Chlorogloeopsidaceae, 4015695, ncbi:1892261,worms:599680,gbif:4903420,irmng:119691, merged,barren
Theopiliidae, 4019792, gbif:4892724,irmng:119500, sibling_higher,extinct,barren
Siphusauctidae, 8001892, gbif:9473878, major_rank_conflict,barren
Poposauridae, 4130203, gbif:4819187,irmng:103154, unplaced,major_rank_conflict,extinct
Prochresmodidae, 4664903, gbif:4683972,irmng:103029, sibling_higher,extinct
Cylindrobullinidae, 5681244, worms:833449,gbif:4605616, incertae_sedis_inherited,extinct
Ambermantidae, 5019716, gbif:6880657,irmng:120361, extinct_inherited
Finkelnburgiidae, 2933861, gbif:4870676,irmng:103165, extinct
Craspedobolbinidae, 2970623, worms:850585,gbif:4808901,irmng:101978, extinct,barren
Megacricetodontidae, 3611105, gbif:4972348, sibling_higher,extinct,barren
Anachronistidae, 4145651, gbif:4825081,irmng:118161, major_rank_conflict,extinct
Dichobunidae, 4944841, gbif:3240374,irmng:103182, sibling_higher,extinct
Dollidiniaceae, 4038496, gbif:8976439,irmng:103729, major_rank_conflict,extinct
Nystiellidae, 2915509, worms:411726,ncbi:1502619,irmng:119834, incertae_sedis_inherited
Pterineidae, 4967792, worms:870755,gbif:3248074,irmng:103788, extinct
Crassatellopsidae, 5681100, worms:833279,gbif:7648398, extinct,barren
Aulacostephanidae, 2871707, gbif:4625136,irmng:112573, sibling_higher,extinct
Cephalobothiidae, 7986845, gbif:9387428, barren
Asaphidae, 5129063, gbif:3267117,irmng:117113, sibling_higher,extinct
