name, ottid, sources, flags
Kathablepharidaceae, 4739115, gbif:4376432, major_rank_conflict,barren
Echioceratidae, 2873247, gbif:4627071,irmng:101852, sibling_higher,extinct
Florellaceae, 8030870, gbif:9429619, sibling_higher,merged,barren
Cambaytheriidae, 3615132, gbif:4969177, 
Micruropidae, 4675328, gbif:4304306,irmng:107844, sibling_higher,barren
Nautarachnidae, 3540034, gbif:7501,irmng:106938, merged,barren
Dientamoebidae, 67756, ncbi:740973, merged,barren
Ceritellidae, 2916384, worms:451634,gbif:4597142,irmng:112666, incertae_sedis_inherited,extinct
Aktjuboceratidae, 2870287, gbif:4622149,irmng:119403, sibling_higher,extinct,barren
Mimoceratidae, 4955370, gbif:3246085,irmng:100904, sibling_higher,extinct
Mimosphinctidae, 2873954, gbif:4622483,irmng:112310, sibling_higher,extinct
Pseudostichopodidae, 7671220, gbif:9263973, merged,barren
Docodermatidae, 2833453, gbif:4580566,irmng:111051, major_rank_conflict,extinct
Euryocrinidae, 6162557, gbif:8684691, major_rank_conflict,extinct
Leiopelmidae, 6372849, gbif:7710118, major_rank_conflict,barren
Calypterellidae, 2843082, gbif:4581234,irmng:111999, extinct,barren
Endostomatidae, 2842471, gbif:4581468,irmng:118570, major_rank_conflict,extinct
Latindiidae, 5020263, gbif:6880484,irmng:120112, sibling_higher,extinct,barren
Paerticrinidae, 7673062, gbif:9242562, major_rank_conflict,extinct,barren
Leptestiidae, 4974133, gbif:3252407,irmng:103634, extinct
Campophyllidae, 4717141, gbif:4878833,irmng:119077, major_rank_conflict,extinct,barren
Gresslyosauridae, 7657815, gbif:9576745, sibling_higher,extinct,barren
Dinaritidae, 2872106, gbif:4623060,irmng:111634, sibling_higher,extinct
Berendtimiridae, 5088994, gbif:6880754,irmng:119942, sibling_higher,extinct
Nepheliospongiidae, 2835206, gbif:4305761, sibling_higher,barren
Kayentachelyidae, 3606563, gbif:4818979,irmng:112298, sibling_higher,extinct,barren
Conualeviidae, 7498119, ncbi:589687,gbif:2650, merged,barren
Oeseliidae, 4144797, gbif:4815335,irmng:119439, major_rank_conflict,extinct
Systrophiidae, 169954, gbif:3244252, sibling_higher,barren
Niponiellidae, 7692192, gbif:9525965, sibling_higher,barren
Archaeoportunidae, 7694886, gbif:9277634, sibling_higher,barren
Raphiophoridae, 5129588, gbif:3267157,irmng:100281, sibling_higher,extinct
Kingenidae, 2932918, worms:235256,gbif:3059,irmng:102537, extinct
Kergueleniolidae, 6188495, worms:720601,gbif:7732123, extinct_inherited
Macrocephalosauridae, 4126108, gbif:4820570,irmng:117525, extinct
Actinastridae, 5157728, gbif:3235953,irmng:113041, major_rank_conflict,barren
Gautieriaceae, 854146, ncbi:80642,gbif:3297382, merged,barren
Koreanornipodidae, 3603677, gbif:4850711,irmng:118795, sibling_higher,extinct
Robsonoceratidae, 6352094, gbif:8472017, major_rank_conflict,extinct,barren
Acronotellidae, 2964927, gbif:6549206,irmng:119717, sibling_higher,extinct
Protempididae, 4522110, gbif:4795147,irmng:103157, sibling_higher,extinct
Yorgiidae, 4723005, gbif:4814656,irmng:119444, major_rank_conflict,extinct
Phylloceratidae, 2869237, gbif:4622345,irmng:101791, sibling_higher,extinct
Edriocrinidae, 3648965, gbif:4874828,irmng:118485, major_rank_conflict,extinct
Endymioniidae, 5130189, gbif:3266874,irmng:118571, sibling_higher,extinct
Yohoiidae, 6326002, gbif:8552560, major_rank_conflict,extinct
Bartheletiaceae, 809376, if:511575,ncbi:669523,gbif:3290875, major_rank_conflict
Nilssoniaceae, 4001787, gbif:4897926,irmng:103902,irmng:105670, major_rank_conflict,extinct
Mesocochliopidae, 2916910, worms:833901,gbif:4963618,irmng:119828, extinct,barren
Sarothruridae, 3600089, gbif:6101149, sibling_higher,barren
Ithomiidae, 4330532, gbif:4703077,irmng:111281, sibling_higher,barren
Bolkarinidae, 8019983, gbif:9741185, merged,extinct_inherited,barren
Ceotinellidae, 2840913, gbif:4583437,irmng:112001, sibling_higher,extinct
Kittlidiscidae, 4962271, worms:833769,gbif:3243632,irmng:112645, extinct
Roemeriidae, 4717030, gbif:4882539,irmng:112775, major_rank_conflict,extinct
Atopoclinidae, 7653606, gbif:9380436, major_rank_conflict,extinct,barren
Arthropteridae, 7648776, gbif:9373723, major_rank_conflict,extinct,barren
Galateacrinidae, 6162575, gbif:8511865, major_rank_conflict,extinct
Schubertellidae, 4803074, worms:720919,gbif:8331618,irmng:110922, incertae_sedis_inherited,extinct
Pterygocephalidae, 4137615, gbif:4838073,irmng:101576, sibling_higher,extinct,barren
Macroscaphidae, 2873059, gbif:4626987,irmng:100577, sibling_higher,extinct,barren
Neoschismatidae, 3658019, gbif:4871795,irmng:112747, major_rank_conflict,extinct
Clavohamulidae, 4145695, gbif:4842317,irmng:102622, major_rank_conflict,extinct,barren
Baltsuccinidae, 6174046, gbif:8529132, sibling_higher
Cerithiopsidae, 119320, worms:130,ncbi:69535,gbif:2676,irmng:104616, incertae_sedis_inherited,hidden_inherited
Procolophonidae, 4946157, gbif:3238968,irmng:115634, major_rank_conflict,merged,extinct,barren
Amilnedwardsidae, 7646739, gbif:4940723, major_rank_conflict,extinct,barren
Psychocidaridae, 1052959, ncbi:1105229,worms:510820,gbif:4305512,irmng:101188, sibling_higher,extinct_inherited
Bittnerulidae, 4970639, gbif:3252318,irmng:117294, extinct
Ferrifronsidae, 6372530, gbif:8600505, major_rank_conflict,extinct,barren
Pyramimitridae, 5681251, worms:746699,ncbi:1527415,gbif:4941080, incertae_sedis
Prosocoelidae, 5692633, worms:833305,gbif:8112484, extinct,barren
Bipulvinidae, 2849691, gbif:4948421, major_rank_conflict,extinct,barren
Rogeniidae, 7653806, gbif:9370807, major_rank_conflict,extinct,barren
Goniodromitidae, 5090753, gbif:3254152,irmng:117550, sibling_higher,extinct
Bolcathoridae, 6322735, gbif:8443007, sibling_higher
Nymphaeoblastidae, 3659587, gbif:4871576,irmng:103057, major_rank_conflict,extinct,barren
Elytroneuridae, 3510762, gbif:4683280,irmng:102009, sibling_higher,extinct
Pseudagnostidae, 5129766, gbif:3266631,irmng:116227, extinct
Saurodontidae, 4141030, gbif:4838454,irmng:100127, major_rank_conflict,extinct
Peliontidae, 7667839, gbif:9489754, major_rank_conflict,extinct,barren
Permoraphidiidae, 4187821, gbif:4769955,irmng:113222, sibling_higher,extinct
Birgeriidae, 4143004, gbif:4836660,irmng:103536, major_rank_conflict,extinct
Glasbiidae, 3606886, gbif:4826397,irmng:102000, extinct
Pleosporomycetidae, 656297, if:501507,ncbi:451868,worms:437308, merged,barren
Kenyamyidae, 3609989, gbif:4829418,irmng:102610, sibling_higher,extinct,barren
Aucellidae, 6138049, gbif:7806118, major_rank_conflict,barren
Cochliodontidae, 3595483, gbif:4824115,irmng:105883, extinct
Bernoulliidae, 4004760, gbif:6142230, extinct,barren
Gerardidae, 7994866, gbif:10293759, sibling_higher,barren
Mormosauridae, 4141565, gbif:6142083, unplaced,major_rank_conflict,extinct,barren
Yangchieniidae, 8012818, gbif:9699156, incertae_sedis_inherited,major_rank_conflict,merged,extinct_inherited,barren
Conulariidae, 5139932, worms:380370,gbif:3250763,irmng:115642, extinct
Machrochelidae, 4703523, worms:150334,gbif:4336770, barren
Kinnegraptidae, 3660391, gbif:4862602,irmng:100696, major_rank_conflict,extinct,barren
Eurolimnornithidae, 3602397, gbif:4844487,irmng:116832, major_rank_conflict,extinct,barren
Kannemeyeriidae, 4946245, gbif:3239126,irmng:115847, unplaced,major_rank_conflict,extinct
Bodonaceae, 5664611, worms:536197,gbif:7880694, inconsistent,barren
Expressophyllidae, 5142864, gbif:3251092,irmng:102476, major_rank_conflict,extinct
Corethrellidae, 4524351, gbif:3345,irmng:104247, merged,barren
Tumidophytaceae, 4018781, gbif:4892129,irmng:105343, major_rank_conflict,hidden,extinct
Ceratoconidae, 2849778, gbif:4948335, major_rank_conflict,extinct
Peirosauridae, 3606074, gbif:4822105,irmng:111760, extinct
Vasseuriidae, 2873841, gbif:4627749,irmng:112399, sibling_higher,extinct,barren
Tachinusidae, 6375862, gbif:7742280, major_rank_conflict,barren
Elpistostegidae, 4948677, gbif:3238350,irmng:115091, major_rank_conflict,extinct
Serenididae, 2969195, worms:715779,gbif:4809247,irmng:119204, sibling_higher,extinct
Pleuracanthitidae, 6373396, gbif:7664151, major_rank_conflict,barren
Schleiferiaceae, 5159723, ncbi:1333713,gbif:8245257, merged,barren
Pterostemonaceae, 54330, ncbi:91832, barren
Mespilocrinidae, 3648559, gbif:4874773,irmng:117620, major_rank_conflict,extinct_inherited
Polyptyxisidae, 2917221, gbif:4956436, major_rank_conflict,extinct,barren
Muirwoodellidae, 2932798, gbif:4865170,irmng:102193, sibling_higher,extinct
Pulsiidae, 4163394, gbif:4869833,irmng:118835, sibling_higher,extinct
Echinamoebidae, 838048, ncbi:136448,gbif:4905099,irmng:114009, inconsistent,barren
Thelepodidae, 7918508, gbif:9270164, sibling_higher,barren
Cedariidae, 4706067, gbif:4634483,irmng:103816, extinct
Dalmanitidae, 5129386, gbif:3266788,irmng:116429, extinct
Protokollariidae, 4664287, gbif:4682965,irmng:111675, extinct,barren
Chengyuchelyidae, 6148726, gbif:8703085, unplaced,major_rank_conflict,extinct,barren
Phaenomeridae, 6373304, gbif:7554770, major_rank_conflict,barren
Ophiotomidae, 7668920, gbif:9760666, sibling_higher,inconsistent,barren
Megadesmidae, 4967338, gbif:3248106,irmng:100900, sibling_higher,extinct
Keriogastrospongiidae, 2843769, gbif:4581719,irmng:113860, extinct,barren
Simulaphididae, 6317200, gbif:8651858, sibling_higher
Thyretidae, 5031594, gbif:3256869,irmng:110967, sibling_higher,barren
Cymatiidae, 7948290, gbif:3244460, inconsistent,barren
Latentifistulidae, 4021253, gbif:7475828,irmng:118512, major_rank_conflict,extinct
Micropeplidae, 3351154, gbif:4747114, sibling_higher,barren
Girtyoporidae, 4152799, gbif:4857569,irmng:101132, major_rank_conflict,extinct,barren
Ribeiriidae, 4968870, gbif:3246508,irmng:103207, major_rank_conflict,extinct
Gerapompidae, 5020704, gbif:6929560,irmng:120369, extinct
Erymidae, 5090783, gbif:3254113,irmng:111733, sibling_higher,extinct
Hassianycterididae, 6146394, gbif:8595193, sibling_higher
Sporophyllitaceae, 6136691, gbif:8652319, major_rank_conflict,barren
Oboraneuridae, 6324026, gbif:8565782, major_rank_conflict,extinct
Binneyitidae, 2871815, gbif:4626148,irmng:117291, sibling_higher,extinct
Xylophaginidae, 2865674, gbif:6127192, major_rank_conflict,barren
Ropalonariidae, 4150498, gbif:4853980,irmng:104662, sibling_higher,extinct,barren
Coelacanthidae, 773497, ncbi:7895,worms:178651,worms:178653,gbif:5869,gbif:3238003,irmng:114381, extinct
Huananoceratidae, 2871647, gbif:4627425,irmng:118209, sibling_higher,extinct
Pelecocrinidae, 6162690, gbif:4982010, major_rank_conflict,extinct,barren
Sancticarolitidae, 6343627, worms:833256,gbif:7485325, extinct,barren
Pleurojulidae, 6324955, gbif:8488997, major_rank_conflict,extinct
Laidleriidae, 4145930, gbif:6142094, major_rank_conflict
Anomalophiidae, 4125948, gbif:4820454,irmng:111044, extinct
Aqabarellidae, 7494302, worms:887125, incertae_sedis
Lotharingiaceae, 4035629, gbif:8876195,irmng:103730, sibling_higher,extinct,barren
Sweetognathidae, 4141766, gbif:4841624,irmng:102616, sibling_higher,extinct,barren
Batrachiderpetontidae, 3620972, gbif:4816366,irmng:103868, major_rank_conflict,extinct
Schumnyicyathidae, 4722227, gbif:4814345,irmng:104082, major_rank_conflict,extinct,barren
Lamtopyxidae, 4744044, gbif:4899763,irmng:115754, sibling_higher,barren
Acanthoceramoporellidae, 4152082, gbif:4857461,irmng:104212, sibling_higher,extinct,barren
Trachopterygidae, 6324446, gbif:8438166, major_rank_conflict,extinct
Pharyngostrongylidae, 3587544, gbif:7020,irmng:116636, merged,barren
Notodromatidae, 2966360, gbif:4807265,irmng:102081, sibling_higher,barren
Anningiidae, 5004086, gbif:6880472,irmng:119887, sibling_higher,extinct,barren
Trachelorhachidae, 7692726, gbif:9292365, sibling_higher,barren
Weejasperaspidae, 4140126, gbif:4852955,irmng:100126, major_rank_conflict,extinct
Anthoboscidae, 6269769, gbif:7378051, sibling_higher,barren
Anomocarellidae, 5129878, gbif:3267093,irmng:119539, sibling_higher,extinct
Periacinetidae, 5672703, gbif:7471470, unplaced,merged,barren
Woodwardopteridae, 4706671, gbif:4805059,irmng:102370, major_rank_conflict,extinct
Agoniatitidae, 2869357, gbif:4624836,irmng:100624, sibling_higher,extinct
Brasilobiaceae, 4802441, gbif:4907796,irmng:107159, major_rank_conflict,barren
Astrocrinidae, 3658672, gbif:4871921,irmng:101925, major_rank_conflict,extinct
Methylothermaceae, 5357248, ncbi:1486721,gbif:9025869, inconsistent,barren
Stromatoporellidae, 4940250, gbif:3251822,irmng:104719, major_rank_conflict,extinct
Xiphinematidae, 5002215, gbif:4554434,irmng:120706, sibling_higher,barren
Stelididae, 6375813, gbif:7496877, major_rank_conflict,barren
Atoposauridae, 3606046, gbif:4822270,irmng:100144, extinct
Squamarinaceae, 5346909, ncbi:1658402,worms:988617,gbif:3272067, sibling_higher,inconsistent,barren
Poteriocrinidae, 6162732, gbif:8643915, major_rank_conflict,extinct
Sigillariostrobaceae, 4738503, gbif:4893959,irmng:112034, major_rank_conflict,extinct,barren
Bobasatraniidae, 4141524, gbif:4836677,irmng:101502, major_rank_conflict,extinct
Salpingoteuthididae, 2872771, gbif:4622181,irmng:111915, sibling_higher,extinct
Polypyramidae, 4005490, worms:367368,gbif:4895852,irmng:114656, barren
Microlabiidae, 5124511, gbif:6880671,irmng:120206, sibling_higher,extinct
Decaporodesmidae, 7692119, gbif:9450359, sibling_higher,barren
Koninckinidae, 2933817, gbif:4869728,irmng:102129, extinct
Aptornithidae, 440604, ncbi:54364,gbif:4852192,gbif:3241962,irmng:110670,irmng:100757, sibling_higher,extinct
Kreischeriidae, 4702547, gbif:4665667,irmng:118492, major_rank_conflict,extinct
Bernacidae, 6296848, gbif:8501367, sibling_higher,extinct,barren
Anthracocrinidae, 7671619, gbif:9504103, major_rank_conflict,extinct
Gonocercidae, 7990531, gbif:9266006, sibling_higher,merged,barren
Polysiphonidae, 2841539, gbif:4583434,irmng:118536, sibling_higher,extinct
Protogyrodactylidae, 5133846, worms:518766,gbif:4282212,irmng:114539, merged,barren
Bajgoliidae, 4716550, gbif:4884227,irmng:102204, incertae_sedis_inherited,extinct,barren
Dolerorthidae, 2933624, gbif:4870358,irmng:103861, extinct,barren
Cyclolinidae, 4918841, worms:738944,gbif:8253200,irmng:110769, unplaced_inherited,extinct
Arganodontidae, 3621421, gbif:4964148, major_rank_conflict,extinct,barren
Zhyraornithidae, 3605764, gbif:4852430,irmng:101616, major_rank_conflict,extinct,barren
Aedonidae, 6335244, gbif:8600170, major_rank_conflict,barren
Eomyiidae, 4521467, gbif:4795502,irmng:102011, sibling_higher,extinct
Mesophyllaceae, 7644783, gbif:10587437, major_rank_conflict,barren
Perisporiaceae, 4091365, irmng:107917, major_rank_conflict,hidden,barren
Palaeolabridae, 3644075, gbif:4838417,irmng:118125, sibling_higher,extinct
Protopleciidae, 4522860, gbif:4794148,irmng:103673, sibling_higher,extinct
Szeellaceae, 4735307, gbif:4893054,irmng:106030, major_rank_conflict,extinct,barren
Nacunansellidae, 5128339, gbif:6880365,irmng:120534, sibling_higher,barren
Baidiostracidae, 5681098, worms:833265,gbif:7459235, extinct,barren
Ardeosauridae, 4945975, gbif:3238713,irmng:116718, extinct
Epiclintidae, 750737, ncbi:592673,worms:414812,gbif:7996577,irmng:100113, sibling_higher,merged,barren
Salinarimonadaceae, 7023978, ncbi:2137278, merged,barren
Scanochitonidae, 2867876, gbif:4584538,irmng:111539, major_rank_conflict,extinct
Orbignyoporidae, 4150501, gbif:4853996,irmng:103357, sibling_higher,extinct,barren
Distacodidae, 6138533, gbif:8594101, major_rank_conflict,extinct,barren
Odoghertitidae, 8028011, gbif:8707372, major_rank_conflict
Elassomidae, 7653648, gbif:9402076, major_rank_conflict,extinct,barren
Micropternodontidae, 4945506, gbif:3239389,irmng:100584, major_rank_conflict,extinct
Ptilodontidae, 3615388, gbif:4831421,irmng:103829, major_rank_conflict,extinct
Cheiruroideidae, 4709069, gbif:4636591,irmng:116138, sibling_higher,extinct,barren
Galfettitidae, 7941327, gbif:8615810, major_rank_conflict,barren
Mesturidae, 4144473, gbif:4841540,irmng:101317, major_rank_conflict,extinct
Tertoniidae, 4020062, gbif:4892842,irmng:119458, sibling_higher,extinct,barren
Choeradodidae, 6292511, gbif:8523951, extinct,barren
Erromenosteidae, 4143941, gbif:6141893, major_rank_conflict,extinct,barren
Seleviniidae, 3611202, gbif:4829449,irmng:105018, sibling_higher,barren
Ophiernidae, 7668819, gbif:9737870, merged,barren
Trematoporidae, 4152334, worms:468506,gbif:5757,irmng:103679, extinct
Prinsiaceae, 4024124, irmng:116464, sibling_higher,hidden,extinct
Ameghinichnidae, 3616453, gbif:4831483,irmng:118150, major_rank_conflict,extinct
Brembodontidae, 4140889, gbif:4841556,irmng:101503, major_rank_conflict,extinct
Anobasicrinidae, 6162293, gbif:8618021, major_rank_conflict
Orobainosomatidae, 3516310, gbif:4650815,irmng:100386, sibling_higher,barren
Reticulariidae, 4971486, gbif:3252330,irmng:103185, extinct
Ceratiocarididae, 4675722, worms:607444,gbif:4641262,irmng:112043, extinct
Loxophyllidae, 2824435, gbif:8285906, sibling_higher,merged,barren
Babinskaiidae, 3018704, gbif:4803834,irmng:102063, sibling_higher,extinct
Calamopityaceae, 5154118, gbif:4907642,irmng:103900,irmng:111804, major_rank_conflict,extinct
Septatoporidae, 4151429, gbif:4857451,irmng:103689, sibling_higher,extinct,barren
Anguillulidae, 3592674, worms:227144,gbif:4346517,irmng:121248, hidden,barren
Radioporidae, 4151821, gbif:4857149,irmng:105840, sibling_higher,extinct,barren
Acteonemertidae, 4952712, worms:597661,gbif:6786925,irmng:121571, merged,barren
Perielytridae, 6324133, gbif:8625717, major_rank_conflict,extinct
Leioriidae, 2934003, gbif:8809555,irmng:120002,irmng:102131, extinct
Polyconitidae, 2865435, worms:833355,gbif:4592075,irmng:118530, extinct
Pretiosocyathidae, 2842750, gbif:4580659,irmng:112368, major_rank_conflict,extinct,barren
Kolymaspidae, 7667634, gbif:9799638, major_rank_conflict,extinct,barren
Archaeophiidae, 6156592, gbif:7372383, barren
Chilidiopsidae, 4164576, gbif:4865211,irmng:102946, unplaced,extinct
Pileolidae, 2916300, worms:833841,gbif:4953970,irmng:119846, extinct
Pyrenolaceae, 5670485, worms:100059,gbif:4375004, barren
Developayellaceae, 6391541, gbif:8102998, barren
Aeolididae, 7960234, gbif:7419400, sibling_higher,barren
Stegotrachelidae, 4145638, gbif:4839594,irmng:101276, major_rank_conflict,extinct
Prohemeroscopidae, 6323184, gbif:8573044, sibling_higher,extinct
Resinacaridae, 6175076, gbif:8538623, sibling_higher
Judeichthyidae, 6141451, gbif:7853856, sibling_higher,barren
Bisatoceratidae, 2872874, gbif:4624041,irmng:112524, sibling_higher,extinct
Spiriferellinidae, 2933549, gbif:4868579,irmng:119220, extinct
Agonumidae, 6137810, gbif:7498424, major_rank_conflict,barren
Hexecontasomatidae, 4173213, worms:934768,gbif:4650421,irmng:118195, sibling_higher,extinct
Lycocercidae, 4664173, gbif:4803675,irmng:101693, sibling_higher,extinct
